Count;Season;gameId;Result;X;Y
1082;nhl05.json;1205;lose;93.0;104.0
1087;nhl05.json;1210;lose;56.0;79.0
1092;nhl05.json;1215;lose;99.0;87.0
1098;nhl05.json;1221;lose;92.0;68.0
1099;nhl05.json;1222;lose;100.0;111.0
1100;nhl05.json;1223;lose;78.0;99.0
1102;nhl05.json;1225;lose;93.0;99.0
1106;nhl05.json;1229;lose;112.0;108.0
1107;nhl06.json;123;lose;9.0;13.0
1110;nhl06.json;126;lose;11.0;6.0
1111;nhl06.json;127;lose;8.0;9.0
1114;nhl06.json;130;lose;8.0;11.0
1116;nhl06.json;132;lose;10.0;7.0
1118;nhl06.json;134;lose;5.0;10.0
1122;nhl06.json;138;lose;8.0;18.0
1128;nhl06.json;144;lose;16.0;9.0
1130;nhl06.json;146;lose;8.0;11.0
1131;nhl06.json;147;lose;7.0;11.0
1133;nhl06.json;149;lose;5.0;10.0
1136;nhl06.json;152;lose;8.0;17.0
1142;nhl06.json;158;lose;6.0;8.0
1143;nhl06.json;159;lose;10.0;14.0
1146;nhl06.json;162;lose;7.0;10.0
1152;nhl06.json;168;lose;15.0;13.0
1153;nhl06.json;169;lose;12.0;16.0
1154;nhl06.json;170;lose;7.0;12.0
1155;nhl06.json;171;lose;10.0;15.0
1156;nhl06.json;172;lose;14.0;15.0
1160;nhl06.json;176;lose;19.0;12.0
1164;nhl06.json;180;lose;7.0;10.0
1165;nhl06.json;181;lose;13.0;12.0
1167;nhl06.json;183;lose;8.0;15.0
1168;nhl06.json;184;lose;18.0;12.0
1169;nhl06.json;185;lose;14.0;15.0
1172;nhl06.json;188;lose;12.0;19.0
1173;nhl06.json;189;lose;14.0;20.0
1176;nhl06.json;192;lose;10.0;14.0
1177;nhl06.json;193;lose;11.0;8.0
1178;nhl06.json;194;lose;7.0;12.0
1179;nhl06.json;195;lose;14.0;21.0
1180;nhl06.json;196;lose;17.0;13.0
1181;nhl06.json;197;lose;20.0;17.0
1182;nhl06.json;198;lose;23.0;17.0
1189;nhl06.json;205;lose;14.0;13.0
1197;nhl06.json;213;lose;16.0;11.0
1203;nhl06.json;219;lose;10.0;21.0
1204;nhl06.json;220;lose;11.0;9.0
1205;nhl06.json;221;lose;7.0;14.0
1207;nhl06.json;223;lose;8.0;22.0
1208;nhl06.json;224;lose;17.0;26.0
1210;nhl06.json;226;lose;13.0;22.0
1211;nhl06.json;227;lose;16.0;11.0
1212;nhl06.json;228;lose;11.0;15.0
1217;nhl06.json;233;lose;27.0;17.0
1223;nhl06.json;239;lose;8.0;24.0
1225;nhl06.json;241;lose;17.0;14.0
1233;nhl06.json;249;lose;13.0;19.0
1234;nhl06.json;250;lose;16.0;17.0
1235;nhl06.json;251;lose;16.0;18.0
1236;nhl06.json;252;lose;21.0;29.0
1241;nhl06.json;257;lose;17.0;23.0
1242;nhl06.json;258;lose;11.0;21.0
1243;nhl06.json;259;lose;24.0;16.0
1245;nhl06.json;261;lose;19.0;21.0
1246;nhl06.json;262;lose;16.0;26.0
1247;nhl06.json;263;lose;31.0;13.0
1248;nhl06.json;264;lose;30.0;8.0
1255;nhl06.json;271;lose;16.0;10.0
1256;nhl06.json;272;lose;11.0;16.0
1259;nhl06.json;275;lose;21.0;23.0
1264;nhl06.json;280;lose;27.0;24.0
1272;nhl06.json;288;lose;26.0;23.0
1274;nhl06.json;290;lose;18.0;19.0
1280;nhl06.json;296;lose;18.0;18.0
1281;nhl06.json;297;lose;11.0;26.0
1283;nhl06.json;299;lose;12.0;20.0
1296;nhl06.json;312;lose;22.0;27.0
1303;nhl06.json;319;lose;20.0;21.0
1305;nhl06.json;321;lose;20.0;27.0
1308;nhl06.json;324;lose;22.0;28.0
1315;nhl06.json;331;lose;20.0;21.0
1317;nhl06.json;333;lose;17.0;14.0
1321;nhl06.json;337;lose;29.0;15.0
1326;nhl06.json;342;lose;30.0;20.0
1333;nhl06.json;349;lose;17.0;34.0
1339;nhl06.json;355;lose;27.0;22.0
1341;nhl06.json;357;lose;30.0;22.0
1342;nhl06.json;358;lose;29.0;23.0
1344;nhl06.json;360;lose;27.0;36.0
1345;nhl06.json;361;lose;17.0;32.0
1347;nhl06.json;363;lose;17.0;34.0
1348;nhl06.json;364;lose;27.0;17.0
1349;nhl06.json;365;lose;28.0;24.0
1352;nhl06.json;368;lose;25.0;42.0
1359;nhl06.json;375;lose;27.0;30.0
1361;nhl06.json;377;lose;26.0;27.0
1364;nhl06.json;380;lose;28.0;14.0
1365;nhl06.json;381;lose;32.0;38.0
1371;nhl06.json;387;lose;22.0;44.0
1372;nhl06.json;388;lose;21.0;36.0
1374;nhl06.json;390;lose;30.0;29.0
1375;nhl06.json;391;lose;46.0;22.0
1377;nhl06.json;393;lose;33.0;26.0
1379;nhl06.json;395;lose;27.0;28.0
1381;nhl06.json;397;lose;17.0;32.0
1382;nhl06.json;398;lose;26.0;21.0
1383;nhl06.json;399;lose;31.0;29.0
1385;nhl06.json;401;lose;26.0;16.0
1386;nhl06.json;402;lose;28.0;42.0
1387;nhl06.json;403;lose;31.0;38.0
1397;nhl06.json;413;lose;31.0;34.0
1400;nhl06.json;416;lose;40.0;26.0
1401;nhl06.json;417;lose;24.0;37.0
1404;nhl06.json;420;lose;30.0;48.0
